Crypt_size_1	Crypt_size_2	Crypt_size_3	Crypt_size_4	Crypt_size_5	Crypt_size_6	Crypt_size_7	Crypt_size_8	Crypt_size_9	Crypt_size_10	Crypt_size_11	Crypt_size_12	Crypt_size_13	Crypt_size_14	Crypt_size_15	Crypt_size_16	Crypt_size_17	Crypt_size_18	Crypt_size_19	Crypt_size_20
0	1	3	11	24	25	94	131	170	329	219	333	217	123	262	465	939	863	3059	1894
0	1	6	5	56	20	28	87	45	121	303	721	70	199	445	376	972	954	886	736
0	1	3	7	31	82	17	86	74	143	122	477	502	201	862	1418	1239	2350	1026	2572
0	1	2	15	31	32	59	31	43	184	185	173	347	207	325	298	530	505	2192	4088
0	1	2	10	15	58	47	200	306	239	377	130	183	589	1700	329	260	2443	1003	479
0	1	6	10	13	83	42	78	93	50	268	537	600	374	733	1326	437	972	1701	625
0	1	8	3	23	88	34	46	168	211	456	270	167	154	644	378	422	1187	2111	861
0	1	3	3	12	89	62	82	67	193	91	212	425	178	163	1065	421	1086	637	1506
0	1	3	5	14	19	103	64	72	118	524	59	91	363	685	1147	235	2852	2384	2099
0	1	4	5	25	17	15	136	151	525	326	95	597	471	1892	640	420	639	836	2607
0	1	5	19	28	34	15	44	93	96	93	516	115	437	301	991	424	299	1895	1579
0	1	3	14	6	49	28	52	73	192	519	283	237	643	1222	205	816	711	1750	1866
0	1	4	4	8	80	16	165	116	112	263	1368	469	383	713	1237	1355	404	978	1806
0	1	3	4	37	7	54	44	76	68	236	162	391	290	575	919	655	522	1736	2079
0	1	2	4	15	17	38	69	71	93	171	192	299	169	313	633	1053	715	1170	2564
0	1	7	19	43	23	89	82	156	125	160	244	790	565	1026	675	634	1267	723	1051
0	1	5	9	14	24	121	161	66	103	107	307	458	1685	543	924	872	1112	747	2222
0	1	3	9	12	28	22	38	396	149	71	494	203	359	1774	376	1101	561	1725	898
0	1	2	5	10	55	56	69	164	104	122	155	298	542	219	477	519	638	611	1233
0	1	3	14	30	36	17	167	137	169	337	246	239	278	908	2016	979	400	376	824
0	1	2	8	21	39	30	70	38	146	135	250	696	158	874	1207	1461	789	1093	2276
0	1	3	5	12	20	268	243	145	137	126	123	370	485	687	775	1182	688	2715	770
0	1	3	17	27	13	24	109	71	54	111	254	183	347	354	531	887	1189	893	1437
0	1	4	15	26	82	75	56	268	104	177	311	164	369	566	318	303	354	328	1553
0	1	3	7	32	25	22	77	46	113	170	155	132	359	253	1119	552	727	1516	1403
0	1	4	5	22	43	66	58	41	281	126	106	173	467	267	828	983	1159	3083	1786
0	1	2	8	15	72	30	116	165	84	619	179	223	279	493	335	631	483	1756	633
0	1	11	41	38	17	20	53	94	187	86	227	860	420	469	738	433	1134	1362	486
0	1	3	6	11	15	19	70	56	175	209	342	213	270	366	1379	1062	1358	1067	2270
0	1	5	12	48	11	25	90	107	80	243	195	106	711	852	354	540	474	638	710
0	1	3	12	36	53	58	84	273	149	59	199	354	461	332	298	637	394	1465	1356
0	1	2	16	18	38	62	333	118	61	108	323	206	234	595	1406	792	572	769	1690
0	1	4	8	16	37	49	22	78	115	137	573	126	223	437	1837	366	332	675	2405
0	1	11	5	13	13	38	152	173	128	102	560	486	474	675	432	771	455	1850	975
0	1	3	3	10	46	92	23	78	62	87	300	673	688	661	334	179	963	527	979
0	1	4	9	28	30	37	68	112	106	494	691	918	561	493	232	983	723	1072	892
0	1	3	14	26	24	11	29	111	202	223	106	323	333	388	382	884	2338	1580	964
0	1	4	8	28	47	21	106	30	202	250	564	588	143	382	268	1531	405	1199	863
0	1	4	12	40	8	43	71	316	123	66	577	293	669	361	612	769	902	367	427
0	1	4	5	14	32	95	25	71	124	221	316	217	420	659	528	372	738	673	794
0	1	2	9	30	47	96	109	115	62	64	51	148	1413	447	173	1185	607	1735	2145
0	1	2	11	14	22	137	78	123	87	265	478	146	233	279	1572	589	1284	700	1350
0	1	2	5	10	29	74	62	125	42	186	203	391	369	1009	524	578	704	1029	1076
0	1	3	9	38	52	121	77	128	151	255	134	123	520	761	601	233	1013	482	667
0	1	3	10	33	19	52	31	200	140	103	508	181	505	238	1378	251	768	672	2262
0	1	4	4	19	31	23	68	182	133	328	335	550	450	297	768	318	700	582	1507
0	1	2	7	5	23	44	48	147	72	254	158	271	368	458	607	767	424	709	491
0	1	2	11	29	29	38	46	140	73	145	141	523	532	825	140	517	2169	3105	751
0	1	2	14	29	61	47	26	118	130	151	145	777	201	464	308	399	1378	878	783
0	1	2	6	14	25	58	46	115	461	288	62	294	516	398	563	453	945	618	301
0	1	5	4	20	24	41	54	51	72	277	445	222	272	954	1028	921	1205	624	1852
0	1	4	4	38	24	108	63	103	124	274	81	580	274	616	335	430	353	1349	1032
0	1	3	7	14	49	69	69	76	82	265	358	201	435	706	1319	437	401	631	578
0	1	3	10	9	13	89	72	67	173	91	1228	226	1458	283	2788	553	1263	1224	2430
0	1	4	11	19	21	53	51	112	83	369	315	442	763	598	905	968	989	1134	1145
0	1	7	24	11	12	44	37	73	650	219	598	352	730	427	1127	399	997	767	864
0	1	3	7	10	48	143	139	126	65	200	231	386	1101	229	675	507	936	1530	1010
0	1	2	8	10	41	26	60	159	89	121	563	842	356	537	783	633	932	469	548
0	1	2	10	16	61	31	188	88	99	376	123	271	644	120	342	1414	712	1967	680
0	1	5	6	16	22	29	121	65	107	79	372	193	420	1023	731	361	408	1035	1064
0	1	6	5	15	28	13	41	166	232	227	227	229	487	420	634	707	307	884	2952
0	1	6	3	35	25	119	53	38	503	109	275	194	206	446	1277	825	1373	3281	1066
0	1	2	5	19	33	142	115	83	139	124	430	521	185	945	336	1273	536	1352	615
0	1	2	10	28	29	65	238	143	66	415	369	572	328	273	443	1239	904	261	719
0	1	3	10	18	40	63	58	167	200	404	576	190	718	656	411	300	907	549	1119
0	1	2	6	11	27	54	68	128	118	211	335	624	513	1778	336	810	960	860	2210
0	1	4	11	12	22	53	44	269	153	93	545	356	328	334	681	1108	371	2366	1426
0	1	2	25	11	30	84	161	160	161	72	219	662	374	689	427	1023	1460	365	927
0	1	5	3	77	33	29	110	63	272	103	128	103	468	365	205	653	674	446	3165
0	1	10	22	24	67	110	70	46	184	364	571	363	562	358	717	163	1178	1238	797
0	1	2	3	8	89	20	30	151	104	592	287	446	503	342	1026	1105	720	1099	2277
0	1	3	13	22	36	48	58	306	55	360	401	506	809	798	463	1213	907	500	395
0	1	2	28	30	29	24	44	101	177	476	489	428	682	756	631	640	684	1280	577
0	1	4	7	34	33	51	75	61	178	91	408	317	531	1218	250	405	1267	2975	1055
0	1	3	10	9	43	72	86	114	298	247	200	255	625	724	1426	374	3062	1359	834
0	1	3	4	14	42	76	29	62	185	579	250	248	358	432	613	1906	560	329	2718
0	1	4	5	20	34	30	48	80	333	92	108	109	229	617	1073	660	1450	613	2159
0	1	7	4	9	15	36	14	154	79	49	186	336	313	981	809	539	776	2050	1832
0	1	3	14	12	22	133	138	187	80	151	965	252	383	451	446	267	416	928	1215
0	1	7	9	20	23	50	79	40	221	222	465	722	318	629	643	714	955	1354	628
0	1	6	7	19	45	41	181	66	270	119	227	481	571	384	749	417	353	2615	1174
0	1	2	3	32	66	49	129	60	207	281	185	142	228	196	317	659	2032	629	1574
0	1	2	29	22	69	101	64	98	72	309	590	186	224	350	405	2609	815	1630	1069
0	1	8	12	22	18	50	105	170	46	381	328	376	743	184	256	615	1085	285	958
0	1	2	28	5	19	25	24	61	40	560	287	364	294	298	218	549	921	916	687
0	1	4	7	11	29	37	54	188	234	210	316	688	1558	252	437	712	556	911	1959
0	1	3	20	6	13	37	36	464	111	233	419	294	482	609	313	385	758	1201	972
0	1	2	8	22	16	36	98	192	174	87	369	744	373	1512	316	1012	663	609	746
0	1	2	6	31	14	37	52	210	121	404	311	275	644	252	470	951	1484	1242	1210
0	1	4	4	43	31	20	30	92	92	646	230	127	1045	898	1145	588	352	381	567
0	1	2	8	16	37	28	42	237	154	121	167	157	390	777	665	313	739	842	956
0	1	2	4	23	21	96	188	274	272	224	147	338	511	274	1364	565	1066	818	1086
0	1	6	25	26	20	64	65	382	129	45	322	252	237	1056	459	715	654	640	1431
0	1	7	19	8	7	107	147	122	420	237	165	290	466	339	2186	596	2469	1752	1505
0	1	4	14	27	28	72	128	50	70	225	189	418	232	317	1168	390	802	618	2090
0	1	7	40	78	12	80	42	86	289	587	107	563	691	357	145	1321	671	597	821
0	1	3	7	26	65	121	64	61	156	111	179	329	231	351	199	668	652	360	6027
0	1	5	11	13	20	31	138	115	187	222	317	432	289	1165	455	745	140	264	3239
0	1	7	21	17	47	43	23	158	262	247	425	465	440	317	423	1266	1234	1061	1410
0	1	2	15	8	56	146	92	41	109	329	425	372	365	801	1057	347	3167	253	658
0	1	3	6	25	19	47	69	228	248	351	395	117	295	684	852	652	351	510	1152
0	1	2	8	43	64	60	82	36	54	106	346	1014	408	529	165	1497	378	716	652
0	1	2	5	7	24	26	75	97	93	359	417	182	532	948	664	365	1184	201	622
0	1	2	10	5	64	37	28	54	48	369	146	221	840	261	191	776	1165	656	983
0	1	5	14	9	42	56	105	81	212	86	313	185	151	712	1189	530	388	2601	1016
0	1	3	36	20	31	35	174	68	178	225	212	458	813	437	858	606	302	1737	883
0	1	2	5	22	27	49	55	390	187	66	179	222	403	367	414	1117	2833	1619	1577
0	1	3	22	20	29	53	67	84	112	313	470	611	252	915	664	347	664	515	1035
0	1	6	5	44	19	36	40	83	93	177	133	1026	676	1289	220	1136	533	687	811
0	1	7	34	42	35	30	33	267	140	262	619	374	452	207	212	690	630	916	1246
0	1	2	3	17	37	28	109	83	287	121	140	266	450	373	248	2369	642	1028	1322
0	1	2	7	15	51	38	125	68	786	114	180	588	370	871	676	1063	2966	1156	1245
0	1	2	14	10	49	32	51	63	281	299	150	212	308	293	208	574	1051	855	1501
0	1	3	9	8	26	76	78	125	118	192	468	131	322	445	876	835	528	1018	785
0	1	6	18	24	24	83	80	123	138	331	551	500	580	393	770	1352	1568	624	2186
0	1	7	8	10	53	28	67	64	35	402	163	195	192	839	392	2442	464	2240	509
0	1	12	38	11	47	75	69	101	203	439	191	339	863	639	373	634	974	866	1771
0	1	3	5	12	25	109	68	146	112	357	372	187	466	206	276	515	1694	1138	1209
0	1	2	9	7	46	15	43	180	172	57	210	195	358	629	269	877	615	749	1293
0	1	2	4	9	55	73	83	67	129	61	137	71	214	210	375	1742	930	777	616
0	1	2	7	7	56	60	112	211	62	247	191	280	518	114	187	1024	2870	1445	1196
0	1	3	21	7	63	34	57	60	205	59	160	610	421	166	587	1349	925	586	891
0	1	3	6	9	71	34	186	81	93	204	227	463	338	547	955	410	348	818	1454
0	1	3	7	35	28	83	173	75	98	72	912	367	958	399	384	837	574	939	1271
0	1	2	5	11	18	78	90	93	239	533	130	176	269	1796	2270	578	797	1166	3534
0	1	2	3	36	16	26	29	22	68	193	181	214	278	842	444	781	1471	1587	926
0	1	2	10	18	35	20	41	78	281	172	275	874	578	457	1770	816	883	622	505
0	1	2	16	9	36	36	88	41	186	248	170	323	298	295	1342	629	637	1022	361
0	1	5	19	17	26	61	211	148	136	264	207	155	1081	958	760	575	619	1913	928
0	1	2	12	8	127	170	77	58	128	103	233	401	273	685	266	501	364	1831	882
0	1	4	6	25	13	12	69	57	307	389	344	296	380	250	759	260	832	1090	1311
0	1	3	9	11	53	112	27	102	97	281	339	188	417	342	1397	997	478	1990	810
0	1	2	4	8	9	76	53	101	96	306	92	150	191	924	826	577	1336	1686	629
0	1	2	7	13	14	18	47	228	107	222	187	446	515	658	543	1136	578	755	1384
0	1	10	6	10	18	32	42	101	340	300	635	306	614	227	435	755	412	2351	3729
0	1	2	9	23	32	52	67	305	72	320	130	521	303	284	961	424	524	884	2113
0	1	2	5	14	36	30	57	119	295	204	275	586	649	1237	364	1222	2348	982	1943
0	1	2	4	27	34	43	48	55	93	162	193	545	295	397	575	1022	424	634	830
0	1	9	4	19	24	74	34	37	161	52	197	454	272	1111	440	274	377	1108	2001
0	1	2	25	15	11	73	23	455	115	154	125	590	518	857	881	391	2210	577	606
0	1	3	18	18	41	34	282	243	198	218	53	123	366	310	657	688	692	690	722
0	1	2	24	18	11	38	50	195	400	398	136	445	859	523	1134	750	757	2084	670
0	1	5	42	15	60	44	64	123	109	227	125	457	348	183	1694	527	337	752	2914
0	1	9	6	18	65	58	111	86	100	311	198	1245	272	603	955	426	1181	1047	2428
0	1	18	11	25	81	122	31	155	145	205	373	355	432	1137	1369	951	586	2356	1299
0	1	10	23	20	16	21	40	71	145	191	83	396	149	451	1222	681	425	1185	1068
0	1	4	14	11	31	22	44	53	83	113	93	410	168	480	205	581	512	1330	2932
0	1	2	11	13	13	46	109	44	235	262	311	238	273	516	1021	317	896	1886	1577
0	1	6	5	32	50	23	191	153	145	311	116	543	338	251	869	482	597	1989	616
0	1	2	25	27	37	45	98	316	117	445	123	195	251	1362	505	449	546	1252	2774
0	1	2	20	38	69	20	68	240	218	69	162	263	396	494	392	799	1047	993	1136
0	1	2	4	21	27	68	29	33	204	122	183	539	512	742	926	1376	716	1106	967
0	1	3	26	5	37	54	41	103	220	267	111	411	870	888	811	1020	245	885	1031
0	1	4	16	19	18	41	99	121	179	102	200	287	584	218	890	1783	1624	693	528
0	1	2	15	18	35	24	52	73	202	174	245	158	386	738	565	384	2216	1362	1032
0	1	2	5	48	16	83	45	169	181	78	95	121	696	482	917	1188	834	525	1110
0	1	4	13	11	50	86	174	345	228	671	179	100	277	361	208	767	2538	781	2156
0	1	4	8	49	17	41	30	229	61	98	318	520	170	294	1037	195	2259	400	1139
0	1	2	21	21	12	45	58	96	198	148	426	266	269	499	745	589	342	490	2223
0	1	3	5	9	41	22	16	47	92	175	246	267	639	379	747	453	1543	363	1168
0	1	8	5	27	72	27	143	332	136	213	218	87	1474	244	671	2603	473	886	1057
0	1	10	12	12	22	31	63	177	129	189	256	207	227	397	334	480	3343	791	1849
0	1	2	9	10	21	14	26	307	191	59	238	508	298	494	844	531	521	2400	851
0	1	5	7	23	27	53	50	136	263	354	908	337	773	440	415	799	1463	747	2649
0	1	2	11	16	32	41	63	66	268	305	741	518	211	268	467	256	612	768	789
0	1	4	8	28	24	130	54	131	142	107	884	490	1092	780	379	1026	704	680	1744
0	1	2	7	9	99	51	153	100	103	177	168	562	90	409	1284	1080	425	516	507
0	1	11	35	14	50	69	34	297	85	315	710	386	277	806	165	961	639	513	951
0	1	6	8	29	46	49	45	79	91	101	138	383	275	523	696	769	1819	1179	1085
0	1	2	17	26	45	13	174	149	552	584	147	159	419	806	649	1411	332	668	2107
0	1	2	5	20	44	89	51	117	133	75	125	384	469	1571	760	1038	740	561	995
0	1	2	5	27	12	40	101	73	311	167	221	197	495	956	223	1097	2397	2556	804
0	1	2	7	37	25	53	41	173	91	158	567	125	857	521	385	564	938	276	2588
0	1	3	12	17	44	62	139	336	108	236	274	384	453	692	483	159	345	621	629
0	1	5	5	19	20	33	131	119	238	276	274	381	194	384	736	677	1832	1098	776
0	1	2	10	42	94	61	148	60	116	157	320	479	272	685	216	1586	1102	740	1159
0	1	2	22	8	51	64	56	113	95	198	265	215	580	241	334	802	676	723	1236
0	1	3	9	32	32	16	51	75	307	561	65	532	191	756	299	956	1780	755	856
0	1	2	17	25	17	69	50	53	172	149	328	699	515	866	238	552	1441	1842	2028
0	1	2	8	26	34	42	46	27	95	120	204	91	282	656	735	843	1088	876	1153
0	1	5	6	18	15	92	38	95	192	459	431	370	125	385	199	1093	1005	464	1336
0	1	9	7	15	53	56	72	180	72	163	348	264	592	294	709	616	428	386	2139
0	1	7	35	4	35	60	64	113	199	90	178	366	297	585	294	394	1593	502	1165
0	1	4	4	9	16	40	33	80	160	251	201	152	399	237	389	425	199	780	1335
0	1	2	19	36	24	28	229	81	218	194	203	399	429	727	1371	696	666	1408	694
0	1	2	5	15	23	31	112	65	145	495	119	477	422	394	506	651	418	1020	902
0	1	4	6	11	76	21	301	88	217	409	449	665	140	611	537	1054	2294	2990	933
0	1	2	10	24	14	37	38	294	231	223	114	366	358	1063	1574	703	473	1584	3439
0	1	3	11	8	12	68	48	187	76	228	201	654	171	218	197	1285	603	1009	942
0	1	5	8	67	14	51	197	95	191	156	649	288	640	1116	828	1564	863	613	1168
0	1	4	12	10	13	52	32	123	212	180	173	744	222	468	991	1794	924	1511	652
0	1	2	19	5	25	22	56	195	116	107	405	237	127	519	658	668	441	830	708
0	1	2	5	31	20	39	50	66	231	257	60	227	186	199	594	1418	2181	539	1762
0	1	2	6	11	47	43	167	50	425	106	614	694	191	269	1328	569	446	1152	1379
0	1	3	8	16	20	32	33	54	118	192	123	551	822	245	760	917	933	1031	757
0	1	2	6	7	75	18	400	348	238	139	886	192	157	198	614	493	1814	295	1592
0	1	2	6	14	26	30	50	72	21	96	383	700	279	203	311	946	1369	1034	692
0	1	6	21	23	39	37	50	185	167	208	95	320	262	446	881	683	943	2082	1102
0	1	6	17	5	68	48	169	171	205	69	113	314	579	818	125	1115	486	1033	1798
0	1	3	4	19	47	27	102	212	130	138	246	147	440	747	1819	382	316	750	908
0	1	2	3	23	69	28	47	249	93	172	191	140	648	217	282	720	979	1487	584
0	1	6	35	11	52	80	30	73	78	97	606	573	254	558	1453	1142	1740	1346	1212
0	1	3	8	17	14	78	49	235	250	120	233	311	323	160	563	324	707	1067	616
0	1	3	29	17	22	21	48	212	108	353	102	221	272	447	347	364	383	1675	424
0	1	4	6	39	36	21	99	250	160	280	384	121	187	428	767	3107	445	802	1571
0	1	2	10	13	29	53	121	68	174	299	179	257	511	204	382	283	791	1728	3777
0	1	2	12	8	88	29	106	58	90	147	654	1162	222	651	414	259	826	380	1576
0	1	6	5	15	62	23	61	69	380	402	950	144	354	176	762	587	330	441	844
0	1	2	5	21	6	88	65	131	297	281	393	226	445	322	791	704	1008	1220	741
0	1	3	13	40	26	31	49	81	57	364	326	94	777	193	228	522	742	743	1074
0	1	5	5	14	74	20	63	215	53	83	547	365	1308	564	561	293	691	387	811
0	1	3	17	12	24	122	38	97	129	114	177	82	941	417	675	526	1284	2830	1070
0	1	4	24	12	23	32	96	77	204	223	146	524	672	1612	516	364	1352	1677	291
0	1	2	23	17	43	163	87	177	107	143	393	222	704	372	385	705	732	604	561
0	1	5	12	52	19	31	138	132	154	155	166	277	127	693	376	1046	1296	1246	1621
0	1	5	5	11	29	44	62	39	86	282	641	134	888	281	436	430	1042	731	878
0	1	5	10	15	32	57	72	118	290	161	280	206	883	1630	1454	641	342	1633	278
0	1	2	14	27	109	28	104	178	104	240	276	188	921	3111	492	497	983	378	468
0	1	10	12	8	35	51	77	563	354	85	404	183	595	1252	770	1664	247	648	1609
0	1	3	18	9	25	47	142	38	133	91	580	324	313	916	776	175	484	3338	924
0	1	9	12	55	21	46	202	27	195	97	87	192	592	556	712	1516	1446	447	1095
0	1	2	6	7	22	109	341	70	120	201	121	154	288	526	153	173	1455	919	1067
0	1	9	9	19	63	37	51	45	187	107	333	586	808	317	777	491	774	1410	807
0	1	2	9	9	25	40	70	193	216	111	302	198	231	491	374	2298	1156	879	864
0	1	3	5	27	14	29	42	109	99	110	551	114	208	517	1049	653	519	1838	763
0	1	3	11	27	26	14	194	192	111	298	698	218	732	701	158	444	406	684	606
0	1	3	24	16	42	43	101	45	76	153	142	390	165	285	385	246	1940	568	743
0	1	2	26	23	34	75	71	112	57	60	121	144	359	630	919	1403	900	869	1194
0	1	9	14	20	50	56	111	89	137	430	212	171	126	1316	333	816	1245	596	1183
0	1	2	11	6	25	27	44	104	181	184	99	487	770	274	2795	818	1674	1001	1417
0	1	5	5	17	18	79	174	71	102	226	148	343	998	233	464	1352	1097	1798	1091
0	1	5	6	18	9	69	68	91	52	171	165	202	640	621	990	434	1025	1146	865
0	1	3	18	16	25	113	27	182	373	267	95	349	313	472	1148	552	1118	1690	2412
0	1	14	11	21	34	84	57	141	83	327	256	218	370	226	1031	278	779	666	965
0	1	2	10	14	17	92	84	186	187	243	194	448	449	383	368	419	1171	1736	2852
0	1	6	27	19	53	160	144	57	100	122	167	408	209	200	525	888	354	2885	938
0	1	5	17	13	58	15	29	67	169	199	206	223	432	225	331	569	454	1424	609
0	1	2	4	25	18	29	103	104	67	102	205	128	434	324	879	336	774	1158	208
0	1	4	5	23	42	89	143	215	117	137	288	184	656	277	727	975	284	786	1706
0	1	6	18	16	76	38	23	53	224	157	274	399	185	1515	304	265	1157	2091	1674
0	1	4	8	31	28	168	79	59	83	131	246	333	306	1397	473	944	1020	830	452
0	1	6	10	32	15	32	87	176	174	135	252	189	215	438	489	802	720	882	1252
0	1	2	8	12	52	128	249	196	27	151	569	188	170	276	303	408	909	2216	2648
0	1	2	3	26	11	48	44	93	88	354	226	192	306	1414	469	316	1925	1104	1804
0	1	6	4	25	16	73	48	187	161	99	479	437	948	627	1518	654	1077	1705	2772
0	1	5	9	18	12	103	104	109	205	202	301	225	301	327	869	880	317	855	814
0	1	8	23	48	48	40	162	140	160	276	402	365	179	237	354	336	1532	564	1857
0	1	2	5	19	40	52	87	109	154	240	484	210	101	836	1029	777	578	757	870
0	1	6	5	12	39	27	71	72	199	98	146	231	447	835	257	594	445	593	1656
0	1	4	16	12	49	11	64	67	195	465	91	226	512	913	371	873	1305	1972	873
0	1	3	22	25	126	131	76	248	107	80	259	124	281	735	1914	706	519	1567	1293
0	1	5	13	13	8	91	111	138	105	202	325	225	432	553	419	1112	390	1074	862
0	1	3	5	35	30	57	58	65	149	197	362	138	288	529	800	391	1409	566	1942
0	1	2	9	25	41	50	62	57	229	145	143	128	650	168	645	614	1515	649	796
0	1	2	13	42	33	36	131	108	113	154	194	274	204	246	1694	1090	578	1816	1700
0	1	3	4	6	44	42	56	183	51	113	337	94	834	252	403	1082	778	443	1479
0	1	7	4	19	22	66	172	87	106	59	71	534	477	605	140	169	401	332	1063
0	1	8	10	10	46	84	63	47	110	387	228	138	309	684	422	531	1870	1046	882
0	1	2	6	14	28	41	149	265	159	104	207	408	349	394	882	455	799	449	780
0	1	2	25	15	45	33	88	34	98	198	290	722	276	670	797	712	842	875	971
0	1	2	7	13	33	131	61	150	50	202	465	969	188	558	671	564	442	1659	804
0	1	3	9	20	31	80	65	69	220	123	178	91	707	707	278	506	394	909	783
0	1	7	18	12	30	38	70	230	80	289	284	541	320	309	173	962	679	1184	1458
0	1	4	14	11	23	33	236	28	90	417	367	309	225	396	992	636	314	390	1027
0	1	3	3	13	19	16	45	109	134	260	174	577	606	435	2393	1005	542	2923	997
0	1	2	20	24	47	52	63	270	183	175	232	529	645	351	500	397	460	656	944
0	1	4	11	14	21	145	59	103	278	107	246	334	628	400	351	1536	1026	806	1259
0	1	7	10	4	44	54	124	134	130	338	1007	359	873	257	1837	482	1302	1171	6041
0	1	8	30	11	25	36	43	96	115	158	202	232	808	1839	329	966	652	1298	848
0	1	4	4	30	18	138	186	32	103	89	56	370	575	474	894	390	546	1457	911
0	1	2	11	31	48	29	77	146	132	121	185	356	576	473	2272	790	545	999	777
0	1	2	4	27	19	35	66	154	168	71	309	744	863	260	1040	2248	677	1525	2464
0	1	2	11	20	21	9	73	87	235	240	425	141	439	495	477	846	1583	1182	502
0	1	5	11	10	34	33	19	95	103	173	916	444	654	1064	554	1381	431	655	526
0	1	7	4	30	21	47	104	68	55	278	228	1106	480	543	1080	1574	2462	1602	2974
0	1	2	13	10	47	120	145	67	266	606	410	120	418	494	730	703	386	453	1278
0	1	3	3	10	39	9	84	383	433	281	165	306	354	107	306	754	631	1286	2771
0	1	2	6	25	28	114	41	135	320	672	104	577	198	1446	424	1319	1746	1272	551
0	1	6	13	16	15	29	88	293	53	175	203	273	401	464	730	770	791	2544	1835
0	1	2	6	14	15	98	63	90	243	162	313	292	350	710	1813	720	335	785	996
0	1	4	9	17	25	42	85	203	117	179	975	353	155	1302	636	370	475	2061	359
0	1	2	5	38	16	58	75	174	159	522	226	420	772	1005	1072	3599	482	1429	1747
0	1	2	15	16	13	46	45	150	141	272	151	403	207	320	1582	626	705	2052	2633
0	1	3	8	11	47	59	58	69	92	82	122	573	95	802	562	359	2020	402	1016
0	1	5	19	10	31	100	68	262	249	246	530	158	316	629	316	535	840	1919	1181
0	1	2	12	6	106	132	83	99	149	921	322	265	263	1436	383	487	554	459	609
0	1	2	16	14	73	19	53	114	55	1080	81	186	368	361	990	184	734	569	3108
0	1	7	6	32	42	61	154	87	149	112	106	192	304	553	416	500	964	878	1087
0	1	2	22	40	24	31	56	85	40	305	175	693	540	245	899	195	711	717	427
0	1	7	7	7	9	43	54	93	49	227	672	286	302	1273	204	296	425	378	899
0	1	3	17	15	41	30	42	49	56	149	198	327	294	437	363	518	487	1263	893
0	1	2	11	11	26	111	55	212	497	284	1084	764	1690	333	243	417	569	2387	2219
0	1	2	11	18	21	60	60	32	146	229	72	163	389	824	617	364	1435	1166	892
0	1	9	16	10	69	77	35	49	200	236	182	215	661	422	316	1086	1636	1506	1737
0	1	2	12	16	16	69	123	36	122	139	344	137	367	186	1049	1186	771	801	1682
0	1	2	9	13	18	15	97	34	176	142	104	266	506	152	1000	541	386	1489	5002
0	1	6	16	10	13	78	43	140	80	226	170	90	1102	1347	1298	1189	717	379	630
0	1	5	4	12	17	32	57	77	221	111	183	650	854	180	755	508	1182	2161	1129
0	1	7	5	26	35	24	46	60	90	243	210	884	167	683	356	430	780	2159	1155
0	1	5	5	54	67	31	74	148	99	250	328	226	516	684	235	385	1537	511	845
0	1	2	12	33	27	30	125	147	312	453	150	184	231	214	505	846	741	595	803
0	1	3	7	8	46	52	60	116	118	154	424	291	784	325	589	548	694	773	861
0	1	5	7	24	9	28	28	72	98	272	501	405	322	1215	859	544	1208	1431	482
0	1	5	15	22	22	42	42	100	149	295	454	609	252	295	266	522	469	576	816
0	1	3	10	41	62	50	44	92	291	86	343	163	256	308	239	1708	399	1371	1009
0	1	13	14	10	11	79	134	44	279	386	156	423	851	936	433	222	1294	396	826
0	1	5	9	27	65	29	32	73	87	353	649	294	220	614	874	317	491	2294	1749
0	1	5	7	15	35	76	132	78	109	453	411	558	237	513	411	523	341	443	2975
0	1	6	9	7	12	23	54	43	96	207	112	234	380	442	494	871	1962	1589	1552
0	1	2	27	21	47	26	59	158	171	92	239	220	119	881	569	330	2203	1059	980
0	1	2	13	25	21	45	99	168	63	159	431	220	276	632	333	476	499	351	1335
0	1	4	16	27	16	17	60	124	79	167	318	248	489	422	906	556	976	783	4261
0	1	6	19	37	14	37	110	133	194	100	414	217	900	516	1742	394	672	2283	1703
0	1	5	5	6	69	54	61	165	224	165	325	635	156	762	361	569	588	549	473
0	1	2	9	9	10	54	40	404	200	390	299	160	536	360	231	969	1548	1201	1140
0	1	16	6	16	115	20	67	82	229	239	446	407	412	253	266	999	1106	719	1814
0	1	5	26	6	44	31	77	96	87	101	228	279	377	456	451	540	542	518	862
0	1	3	5	35	69	33	194	121	135	100	287	262	170	642	605	362	508	2291	1606
0	1	2	3	33	38	9	64	71	123	148	88	261	220	838	329	577	375	381	1243
0	1	2	11	9	15	52	69	64	87	70	245	333	266	355	743	2067	1674	2040	3002
0	1	2	10	26	46	66	40	248	182	83	408	192	479	747	1181	1123	712	1738	1342
0	1	4	8	16	7	83	71	133	234	212	353	347	1051	509	373	1530	696	767	1331
0	1	4	5	14	54	136	29	57	69	215	288	142	461	168	665	2501	633	1388	1699
0	1	4	12	16	34	47	54	354	45	159	54	79	1033	488	281	348	2024	1523	2187
0	1	3	6	22	18	66	161	90	105	567	220	825	250	433	668	339	497	959	930
0	1	4	13	9	25	34	139	83	69	152	93	289	176	345	310	934	1185	642	836
0	1	7	5	36	37	62	59	50	317	199	371	477	1080	822	344	870	558	889	1516
0	1	2	10	44	14	20	43	43	352	275	306	583	683	235	406	886	716	548	1269
