Crypt_size_1	Crypt_size_2	Crypt_size_3	Crypt_size_4	Crypt_size_5	Crypt_size_6	Crypt_size_7	Crypt_size_8	Crypt_size_9	Crypt_size_10	Crypt_size_11	Crypt_size_12	Crypt_size_13	Crypt_size_14	Crypt_size_15	Crypt_size_16	Crypt_size_17	Crypt_size_18	Crypt_size_19	Crypt_size_20
0	1	2	11	15	35	23	89	75	42	135	214	629	596	197	1024	614	2485	1018	1456
0	1	2	11	38	19	55	33	166	48	363	231	119	248	229	648	223	1348	526	3228
0	1	5	20	34	59	30	26	90	88	246	103	310	316	825	452	679	533	492	542
0	1	2	10	21	15	51	45	45	51	67	302	260	163	864	824	990	499	702	645
0	1	10	21	5	46	32	113	141	103	375	333	161	291	361	379	790	470	559	1450
0	1	5	11	17	80	23	95	106	128	118	354	187	471	267	2729	595	1431	549	1110
0	1	2	12	7	53	16	72	21	280	78	105	211	369	731	389	530	398	1246	1482
0	1	3	15	8	50	54	86	90	50	178	178	377	308	412	1216	1688	637	436	2096
0	1	2	3	11	22	42	120	145	146	470	222	188	560	260	275	376	892	1980	1015
0	1	2	7	18	21	29	38	56	109	164	98	586	323	282	188	476	328	1403	475
0	1	4	17	40	25	33	33	489	97	240	92	475	105	196	320	714	283	1387	1274
0	1	2	7	7	32	31	134	54	189	42	187	355	747	1115	692	1613	688	1411	731
0	1	2	10	11	34	154	79	499	140	181	406	693	275	174	520	494	794	938	1191
0	1	7	12	63	42	43	27	91	107	509	348	373	169	488	382	448	599	1658	1575
0	1	18	8	9	85	28	23	184	81	196	79	601	179	287	616	381	1088	704	1753
0	1	2	4	8	10	53	138	84	105	254	360	286	236	223	499	507	617	671	849
0	1	2	3	7	43	69	141	135	142	162	155	400	338	870	1290	143	1351	1319	1255
0	1	3	4	8	46	28	81	249	50	229	826	240	382	161	736	1145	868	462	713
0	1	3	4	18	21	46	278	21	46	652	172	140	424	918	446	1231	1160	1237	3572
0	1	8	5	41	19	14	77	110	243	286	94	101	287	188	273	805	614	847	2474
0	1	7	3	4	48	51	82	117	112	159	147	252	229	593	511	471	1034	1067	964
0	1	6	13	5	13	45	103	53	135	67	247	471	258	295	715	973	492	1464	1016
0	1	10	6	15	28	63	106	110	190	617	147	671	552	190	1118	579	1346	538	2044
0	1	2	6	18	93	12	117	147	126	173	48	177	1000	486	524	1005	305	244	448
0	1	3	9	9	21	38	71	64	179	444	136	369	334	221	758	876	425	1095	1467
0	1	3	7	17	31	76	221	77	131	158	291	233	340	399	972	228	829	682	1765
0	1	2	4	31	42	49	165	114	225	124	138	211	214	483	505	867	1262	817	495
0	1	2	6	13	56	72	72	38	99	351	164	158	254	478	524	236	581	727	2148
0	1	7	6	22	31	45	79	54	49	81	97	113	367	378	636	365	1898	710	708
0	1	5	5	23	12	89	168	409	67	126	152	367	338	311	991	675	1355	569	1242
0	1	2	20	16	37	35	48	129	242	269	274	382	535	341	781	1026	1154	1359	2908
0	1	2	3	37	22	29	104	107	138	367	409	127	462	401	655	3649	331	788	888
0	1	2	30	31	10	30	122	198	257	330	220	145	404	721	876	517	1143	1417	911
0	1	3	14	20	9	93	29	145	122	66	153	135	821	250	440	241	326	1151	1419
0	1	2	9	8	48	25	197	111	268	156	463	222	251	672	994	532	1906	857	4023
0	1	2	9	11	38	19	46	126	239	144	337	515	431	728	861	971	4036	1167	375
0	1	2	10	21	34	58	51	45	151	447	151	560	513	333	827	758	641	612	1278
0	1	4	5	22	34	42	85	129	137	267	436	491	846	910	462	405	1035	2123	2676
0	1	6	20	28	11	51	46	41	91	56	154	235	747	626	278	1713	651	1014	584
0	1	2	9	11	41	17	79	68	77	76	217	322	216	467	363	874	936	321	938
0	1	6	30	24	40	17	123	230	103	196	137	777	590	373	1077	1536	833	1202	801
0	1	2	4	8	31	50	40	40	196	291	285	144	745	585	188	821	950	1234	305
0	1	7	11	25	13	131	105	70	171	210	557	686	852	434	1897	243	986	2889	1262
0	1	2	9	26	30	37	99	82	146	160	272	138	225	262	430	1123	752	2143	619
0	1	5	7	12	37	22	117	64	243	143	420	590	502	387	356	453	994	237	551
0	1	4	5	33	43	62	53	288	179	366	409	224	342	252	408	270	446	675	287
0	1	4	11	18	13	24	58	84	74	171	691	182	740	593	433	702	764	3811	1441
0	1	2	16	9	43	28	78	152	71	241	175	313	298	340	405	1729	940	1284	859
0	1	7	20	21	26	37	17	207	161	86	313	650	297	580	387	808	1032	1334	4685
0	1	4	8	7	49	28	60	87	263	101	438	169	132	500	394	2191	787	836	6872
0	1	9	5	14	78	72	321	35	349	102	146	142	177	1948	418	1205	1557	632	816
0	1	9	7	32	40	143	34	120	161	56	169	139	339	2321	667	318	280	1213	1537
0	1	4	3	41	12	38	73	45	76	133	537	252	307	1907	801	708	806	1615	1441
0	1	8	13	13	23	53	29	85	159	166	155	439	531	674	386	774	2511	512	877
0	1	5	16	12	82	79	49	102	119	269	334	209	864	373	610	289	376	712	696
0	1	8	5	9	60	28	60	216	205	282	149	705	159	2004	601	378	779	1240	1198
0	1	2	5	11	25	28	31	137	201	128	186	411	188	389	490	668	588	1072	562
0	1	3	17	39	12	32	106	222	149	124	187	184	272	542	570	444	396	632	670
0	1	5	17	20	23	54	50	162	149	66	114	115	401	601	533	429	2216	2905	1004
0	1	10	17	20	10	27	65	323	228	440	106	155	878	693	197	292	930	630	958
0	1	3	11	26	63	79	155	63	154	114	312	283	129	344	1052	220	824	1668	632
0	1	4	5	42	14	101	106	263	179	134	412	174	148	691	307	675	666	1139	1066
0	1	4	10	25	14	34	36	36	201	371	537	295	1155	269	371	708	532	783	551
0	1	2	7	27	126	30	51	80	261	125	78	439	455	1097	1263	425	610	1033	1122
0	1	3	16	15	23	35	93	179	74	325	528	422	315	638	1926	459	1625	907	387
0	1	2	4	13	28	43	32	79	141	191	404	518	490	1255	976	363	634	1066	1182
0	1	4	3	13	16	22	49	61	97	146	420	218	271	862	395	816	2127	1095	1229
0	1	5	11	25	44	22	146	95	192	402	561	460	251	500	427	1903	654	779	500
0	1	3	3	13	28	35	33	177	237	327	111	1107	604	395	552	920	551	649	880
0	1	2	3	9	19	31	56	244	106	142	146	406	306	167	683	1859	1812	718	1672
0	1	2	10	14	21	74	103	137	108	111	257	236	715	1353	519	489	536	2125	1689
0	1	4	10	26	114	86	48	42	277	248	286	286	391	201	1213	613	598	1933	1324
0	1	7	19	12	13	89	37	118	90	296	304	335	692	454	175	815	341	1077	469
0	1	2	4	12	14	59	40	43	72	321	225	424	834	695	1163	686	1129	752	1032
0	1	4	10	11	38	68	26	49	290	354	248	294	119	345	334	470	3073	696	1078
0	1	2	7	27	20	29	146	83	91	470	447	548	698	357	504	1291	1195	1745	2914
0	1	7	6	17	23	15	135	159	143	104	331	324	555	810	447	313	242	2010	3563
0	1	2	6	54	17	32	102	54	81	425	149	207	557	221	161	291	612	917	630
0	1	3	3	19	8	49	97	40	295	394	354	280	848	327	220	2390	1092	1158	1174
0	1	2	17	64	28	44	288	258	264	222	327	719	1030	504	230	714	1175	2562	951
0	1	3	13	17	13	66	46	293	132	145	838	238	308	283	1484	1146	691	864	572
0	1	3	11	19	23	54	70	299	181	138	252	195	430	1668	544	397	544	314	1057
0	1	3	37	17	17	48	197	102	82	299	326	168	566	461	221	1124	262	2700	567
0	1	2	4	41	18	41	82	334	142	427	306	349	307	300	693	496	315	797	2145
0	1	2	4	8	18	31	51	161	197	70	85	391	405	1142	624	870	1059	652	434
0	1	2	13	27	41	114	77	78	177	130	290	261	411	234	513	912	2775	644	1341
0	1	2	11	12	23	60	38	88	72	110	350	216	779	364	835	566	394	2669	1823
0	1	4	13	28	60	103	64	79	206	76	206	735	233	120	457	422	1153	976	1027
0	1	4	3	30	67	45	90	81	219	310	585	469	110	225	868	234	315	1435	1061
0	1	3	4	20	40	35	128	110	47	61	101	294	373	694	406	1889	683	312	2053
0	1	3	10	28	54	32	201	343	255	155	115	265	179	313	326	425	458	1150	1362
0	1	4	5	23	28	25	116	43	157	137	288	315	208	1100	344	1042	610	3742	601
0	1	2	9	19	80	32	48	81	245	142	268	420	849	544	1087	225	767	1292	1388
0	1	3	5	25	71	30	46	368	235	248	145	348	185	851	185	301	1314	1177	889
0	1	2	4	52	16	52	29	124	93	224	582	115	1013	496	631	532	1062	1029	1101
0	1	10	17	12	28	87	91	106	194	227	201	158	334	185	440	1493	843	574	4063
0	1	2	7	13	40	62	116	165	56	438	378	467	454	341	1002	956	354	758	2171
0	1	5	16	18	53	31	21	41	217	221	84	336	463	215	908	1054	1757	952	502
0	1	11	3	48	6	38	127	85	159	449	556	258	929	495	940	1312	1184	524	807
0	1	3	3	27	43	38	100	18	128	83	184	701	353	330	261	431	662	2101	578
0	1	2	15	14	52	87	20	49	50	341	111	839	1115	731	588	1755	871	420	1145
0	1	11	6	19	21	91	17	87	462	90	94	158	545	210	862	1740	371	1973	601
0	1	2	15	5	27	28	44	110	259	181	377	478	235	427	310	848	1030	1480	981
0	1	7	7	5	97	131	64	124	144	95	172	179	296	570	437	837	511	1044	1486
0	1	2	4	25	95	49	33	114	71	86	966	561	306	459	412	952	2659	1009	1522
0	1	8	17	12	15	85	46	162	115	341	179	577	424	580	1396	479	599	720	362
0	1	2	17	11	40	63	127	46	121	83	243	471	228	154	1010	530	1146	746	602
0	1	2	32	58	50	36	146	114	169	152	199	347	398	1546	228	970	1012	929	367
0	1	6	9	33	56	41	39	30	47	134	214	130	288	183	794	595	1454	3048	638
0	1	2	50	16	34	24	105	35	81	126	498	233	135	118	529	435	732	1249	884
0	1	12	5	11	61	22	65	35	73	96	315	151	531	746	631	1404	324	361	1109
0	1	3	16	22	15	42	73	185	81	212	225	699	760	270	479	1480	1320	1441	917
0	1	2	21	41	55	30	118	141	143	210	176	233	293	307	673	744	492	1056	1180
0	1	2	13	21	64	31	98	74	302	67	81	215	147	524	555	1669	831	1597	826
0	1	2	17	21	21	40	102	118	119	111	223	806	385	245	1029	963	634	1393	1275
0	1	3	5	10	28	17	88	131	496	166	133	270	326	715	990	313	1400	222	720
0	1	5	9	31	47	62	60	67	59	71	241	404	802	343	1350	384	1364	1775	467
0	1	3	9	11	35	38	89	179	178	337	386	340	786	473	284	377	664	770	488
0	1	2	13	16	22	65	39	164	251	193	418	261	666	276	378	2440	1061	414	656
0	1	8	14	34	23	28	129	78	85	153	959	967	749	599	167	727	830	1841	1138
0	1	4	26	20	21	53	19	283	74	275	288	478	439	695	640	855	1118	1721	298
0	1	3	14	14	13	34	193	142	90	136	444	175	232	752	1146	2059	1071	742	1637
0	1	7	19	18	52	77	104	564	74	176	141	594	274	280	398	1106	1232	1151	942
0	1	9	7	24	41	49	331	106	370	387	463	559	443	329	710	620	3861	905	678
0	1	3	11	14	18	43	51	44	270	287	220	355	213	531	556	1154	2222	767	1008
0	1	7	13	21	16	56	162	83	90	314	132	103	900	443	1484	196	443	770	1194
0	1	3	4	14	46	27	35	31	93	97	275	234	318	531	952	611	2326	857	816
0	1	3	3	9	18	15	47	82	146	219	94	194	327	410	300	463	2433	722	1291
0	1	8	28	14	26	33	56	66	299	167	337	204	436	1337	579	973	618	808	985
0	1	5	5	32	10	80	168	213	97	83	659	330	349	705	309	754	609	440	277
0	1	2	9	6	39	52	54	111	196	144	110	132	168	435	492	876	913	1432	1175
0	1	3	21	12	51	41	28	105	221	58	166	467	806	734	1202	1621	379	731	1587
0	1	6	6	25	13	23	72	299	319	193	179	600	293	1347	817	1311	795	921	419
0	1	4	12	26	42	59	174	158	209	213	140	664	414	870	734	524	587	609	1103
0	1	3	4	59	31	28	42	68	120	141	144	162	343	386	951	1168	1084	1068	660
0	1	7	7	24	54	44	102	226	150	109	682	315	338	645	980	573	417	942	3094
0	1	9	13	12	18	23	220	84	222	136	94	91	437	504	343	840	796	1761	1265
0	1	2	3	25	15	21	114	300	153	65	229	259	570	747	2000	227	637	919	617
0	1	2	12	18	21	36	65	66	75	484	253	146	613	932	870	2141	2271	1576	1343
0	1	7	8	7	34	90	45	248	99	48	303	231	647	289	1023	2073	453	386	617
0	1	4	8	18	24	21	77	100	355	71	186	112	653	946	654	1014	740	1312	874
0	1	4	11	33	23	55	39	57	41	78	630	682	725	193	309	980	307	1292	413
0	1	2	6	23	17	61	46	153	135	258	395	242	131	802	1489	466	941	636	664
0	1	3	8	10	27	178	86	100	135	163	141	182	252	492	1455	324	696	1021	1146
0	1	8	17	8	13	21	165	166	265	224	193	97	249	205	1297	354	189	515	1415
0	1	4	3	14	16	22	32	79	121	89	154	303	412	502	1664	593	1181	593	1851
0	1	3	33	4	18	144	90	188	51	507	752	138	356	252	1022	396	1177	1062	1698
0	1	5	10	15	15	46	96	30	111	114	341	360	1688	257	880	379	510	1123	1631
0	1	6	5	30	28	43	87	68	165	56	364	353	271	354	682	1011	2721	991	1492
0	1	2	20	18	17	152	129	289	53	76	230	286	435	1070	1636	473	836	228	785
0	1	5	4	8	62	44	28	124	171	232	360	180	150	793	2503	277	1004	1582	2229
0	1	3	14	11	32	26	85	86	100	57	728	275	130	675	604	469	2884	809	1301
0	1	3	13	12	52	55	89	163	57	234	209	191	321	244	682	839	734	692	1345
0	1	9	4	30	62	37	26	53	109	271	256	631	399	638	305	1713	446	2146	2777
0	1	4	7	12	27	35	63	115	437	355	315	715	1537	347	417	1050	2253	619	725
0	1	8	23	18	51	52	42	55	187	163	848	329	418	376	920	505	658	865	970
0	1	4	15	67	39	63	90	108	58	137	298	1512	211	571	1696	486	670	1118	713
0	1	4	5	9	45	47	44	203	70	112	197	114	319	396	664	496	1256	1646	693
0	1	2	15	27	64	18	376	103	58	385	205	146	191	678	1590	686	747	2940	1417
0	1	6	9	14	87	51	38	43	34	413	217	347	380	526	1053	1158	2268	690	862
0	1	7	18	15	59	88	65	158	112	153	234	455	569	1571	168	993	704	1741	1181
0	1	3	5	26	25	24	39	92	311	226	213	190	205	668	1243	400	1182	316	3251
0	1	3	8	20	40	110	52	100	306	124	162	541	267	509	297	1267	1082	741	620
0	1	3	4	19	16	79	62	216	101	63	243	138	321	254	629	341	1203	819	2513
0	1	5	10	37	24	135	82	64	184	170	961	392	386	213	835	1627	1810	1140	361
0	1	3	8	10	15	151	32	69	221	358	212	190	142	353	1495	630	1208	400	1278
0	1	2	5	24	57	49	37	184	145	493	109	516	201	537	659	305	2825	440	380
0	1	5	11	13	47	42	194	110	174	166	228	542	494	588	260	329	852	930	589
0	1	2	11	7	14	118	24	70	280	164	124	693	353	152	848	377	1265	1984	359
0	1	3	12	22	76	65	21	239	272	57	250	737	400	1040	909	1040	1659	1392	835
0	1	2	3	10	83	41	69	57	261	456	257	355	578	817	775	232	1223	682	410
0	1	2	7	13	31	60	119	138	400	141	135	294	276	671	812	1254	728	1711	1907
0	1	6	5	8	56	50	50	159	391	551	284	454	742	1377	825	367	1257	488	477
0	1	3	4	17	88	41	38	127	163	186	129	304	146	675	1658	514	521	343	297
0	1	6	12	18	5	14	110	117	108	254	277	1052	219	429	1917	607	622	415	1820
0	1	2	20	29	29	102	184	136	302	160	225	183	170	447	129	559	188	1356	632
0	1	2	13	17	19	70	30	98	118	208	265	227	113	1784	249	602	475	1516	709
0	1	9	19	32	14	38	153	191	85	98	158	198	419	372	709	593	443	2672	1037
0	1	2	6	17	10	31	36	158	293	167	394	373	1109	727	726	797	717	1997	1242
0	1	2	16	32	87	39	38	65	205	118	226	257	436	612	345	1121	1914	662	1694
0	1	3	9	14	44	130	35	79	276	313	245	417	491	639	522	683	658	857	538
0	1	6	7	19	23	34	55	106	45	168	454	387	1242	735	327	407	1251	942	399
0	1	5	3	9	32	25	96	94	400	341	263	407	435	189	444	1322	676	393	757
0	1	2	8	23	43	66	227	79	365	121	338	108	370	815	320	288	1002	722	476
0	1	3	3	10	12	34	72	46	142	179	230	1010	476	633	1865	711	490	272	797
0	1	3	13	6	37	166	76	39	199	419	430	303	90	178	1055	583	803	958	1413
0	1	3	7	10	25	37	50	66	1049	170	191	157	562	978	428	732	347	1091	1456
0	1	3	9	13	80	42	70	54	62	622	255	1390	468	1158	369	259	762	657	632
0	1	4	9	16	58	26	115	135	56	432	143	242	256	405	608	261	710	929	1036
0	1	2	12	9	55	66	221	30	311	167	190	1232	167	1009	596	937	1189	1302	1592
0	1	2	16	15	43	33	83	93	62	241	565	305	395	720	596	1186	1114	1271	702
0	1	5	27	18	71	123	104	127	185	230	141	134	109	365	325	843	658	1824	758
0	1	4	22	6	27	49	86	172	112	165	334	481	1471	877	708	636	377	2049	357
0	1	4	11	7	26	50	60	303	164	147	502	97	926	590	910	3066	191	1110	3603
0	1	3	6	17	32	30	61	108	286	187	287	78	437	342	1161	436	1079	3346	649
0	1	5	6	5	35	66	57	118	334	58	217	132	276	326	889	1046	773	550	338
0	1	7	9	46	17	27	59	176	151	258	141	430	640	689	609	1252	1004	758	677
0	1	4	15	9	29	108	81	52	78	99	59	335	619	876	991	1692	393	1695	821
0	1	12	20	14	22	66	59	51	181	122	199	257	199	329	322	332	373	1004	934
0	1	2	14	10	14	24	20	118	218	94	257	558	336	288	151	1280	881	1295	387
0	1	2	7	31	23	49	125	64	131	423	544	182	831	802	766	812	729	1100	528
0	1	2	8	17	50	63	37	48	57	79	141	352	455	455	325	1174	595	849	1622
0	1	2	9	12	68	37	43	43	173	197	109	191	535	126	850	522	437	555	820
0	1	5	9	39	73	28	88	85	118	807	383	210	781	213	824	751	462	1558	706
0	1	3	7	19	35	80	125	104	390	141	603	571	268	1072	3461	640	494	1220	917
0	1	2	10	16	35	60	37	274	176	214	221	197	833	1117	256	1054	918	2616	1623
0	1	2	5	54	22	35	87	95	103	129	116	270	605	433	1657	2571	292	851	507
0	1	5	4	24	13	167	77	58	138	203	88	755	470	286	486	341	322	1212	381
0	1	5	16	6	121	56	48	44	314	332	728	417	279	1796	494	716	690	871	979
0	1	2	10	6	23	17	87	110	266	165	118	126	377	435	501	495	1223	853	627
0	1	7	3	24	14	96	41	57	143	158	837	328	580	225	909	1230	968	410	1170
0	1	2	23	8	24	65	53	456	91	115	196	308	365	532	594	886	1973	823	1292
0	1	5	7	9	53	110	33	133	470	299	423	416	296	1062	1010	490	438	1026	862
0	1	4	8	10	15	36	87	49	195	198	295	656	421	433	761	171	476	373	610
0	1	4	22	15	16	65	37	89	66	393	60	394	508	1073	459	635	412	2548	485
0	1	5	5	23	14	24	95	178	296	319	355	440	436	578	887	500	2754	549	2300
0	1	3	5	8	20	47	57	66	219	97	544	490	464	1010	661	1128	1884	1087	1529
0	1	2	24	28	13	94	183	63	105	87	187	145	318	234	293	1190	655	1201	5559
0	1	2	9	15	58	27	121	44	185	537	592	178	544	1304	312	681	1190	745	2092
0	1	2	15	7	44	25	70	143	175	73	170	171	322	252	662	1488	444	941	726
0	1	2	7	36	13	58	13	39	234	143	438	245	243	289	439	349	843	436	1123
0	1	3	5	20	14	28	84	219	302	283	206	210	1174	645	557	314	754	455	607
0	1	2	4	32	114	23	74	118	172	73	159	220	410	229	777	601	379	619	676
0	1	5	9	13	87	17	59	371	90	105	425	526	483	295	403	430	915	744	1255
0	1	3	10	7	17	33	21	123	172	571	332	335	304	318	958	322	1894	1484	1238
0	1	4	9	13	29	56	49	89	285	52	154	173	150	862	1036	389	748	1195	673
0	1	3	16	6	20	50	54	174	196	163	139	86	231	1214	338	1004	774	1953	1830
0	1	2	3	5	38	25	22	75	227	334	192	319	197	294	176	663	1425	2084	2485
0	1	2	4	20	56	36	49	45	180	284	339	374	597	529	1102	575	1034	887	1060
0	1	9	19	39	43	117	119	49	126	249	443	408	508	1247	433	299	405	434	1599
0	1	2	15	12	22	37	117	98	46	193	73	327	659	299	672	405	752	1223	1003
0	1	4	17	16	14	37	33	194	309	250	346	113	687	425	303	1397	753	540	644
0	1	2	8	8	67	134	37	96	226	123	393	361	180	795	1153	1458	2685	762	506
0	1	4	19	22	28	54	97	68	80	272	113	286	654	631	1152	523	641	668	474
0	1	2	7	11	9	102	24	68	101	107	287	81	487	339	812	278	383	1205	786
0	1	6	12	10	69	40	59	70	149	90	170	566	343	480	313	1428	476	855	542
0	1	5	5	35	23	105	104	61	217	249	312	404	316	794	1756	249	1474	1050	2249
0	1	3	9	16	20	45	34	163	161	242	133	354	174	432	641	1028	643	967	858
0	1	9	7	22	26	63	32	132	121	208	1105	145	324	738	476	817	709	1870	1376
0	1	3	6	24	46	52	86	82	248	143	329	121	454	331	1498	444	1007	1455	988
0	1	2	3	25	12	32	105	34	48	466	354	249	321	431	1152	1765	2623	1002	492
0	1	6	8	24	29	65	90	160	111	286	280	184	226	710	320	588	318	594	4113
0	1	2	4	28	16	186	62	141	371	397	137	295	415	527	1742	964	863	2640	1741
0	1	3	25	19	20	33	111	137	85	306	198	242	178	988	936	1148	643	1842	436
0	1	2	3	25	28	42	56	97	107	186	112	684	298	255	991	390	737	1172	820
0	1	4	15	28	50	22	100	182	155	128	130	453	384	526	494	202	581	468	726
0	1	3	10	11	46	65	49	107	77	228	360	249	578	309	2171	693	1010	1699	969
0	1	2	6	15	9	64	75	129	66	234	187	403	271	995	627	455	2661	424	1210
0	1	2	7	5	17	57	43	80	95	234	389	569	150	609	1292	469	605	2319	1085
0	1	3	17	10	9	34	79	103	116	80	86	140	533	317	799	1092	1299	686	512
0	1	2	11	26	16	151	174	140	68	322	288	374	959	1027	680	624	1390	845	2372
0	1	4	10	23	36	36	57	125	221	331	234	267	720	665	288	728	1588	1501	1634
0	1	4	8	27	15	12	57	50	70	227	772	352	435	452	729	1195	1133	2005	518
0	1	4	4	12	16	19	169	39	145	215	92	511	334	487	1160	1745	2068	880	671
0	1	3	6	32	31	43	109	130	25	124	432	350	536	572	483	246	1516	1270	2885
0	1	3	13	15	18	24	67	96	78	75	431	205	160	466	473	436	332	1513	3790
0	1	3	15	37	18	66	58	85	78	66	469	298	238	222	304	2103	1354	1109	1017
0	1	4	7	20	12	36	40	74	65	204	188	228	290	148	518	1110	206	1120	1177
0	1	5	28	28	23	143	54	410	131	292	207	194	292	1188	649	592	659	1324	1402
0	1	6	12	39	11	55	48	117	43	169	157	148	431	477	2156	619	444	941	596
0	1	2	8	25	31	23	46	362	228	95	313	345	163	948	622	285	2664	732	1503
0	1	14	14	31	23	20	40	86	214	204	121	328	373	444	519	1190	556	453	1311
0	1	2	4	62	46	48	28	48	143	68	652	431	784	478	741	1430	919	1003	1202
0	1	3	12	25	15	63	31	175	36	271	90	176	248	1009	540	1309	1677	2117	869
0	1	3	6	15	23	100	100	173	69	68	726	186	180	387	642	439	912	1354	1701
0	1	5	3	15	14	74	37	85	64	124	290	523	320	670	486	312	1810	839	746
0	1	2	8	19	28	23	131	34	279	120	133	1105	190	192	387	496	1837	1530	527
0	1	2	8	15	26	20	313	59	56	312	576	541	388	294	313	1032	555	820	1196
0	1	2	7	17	35	42	53	98	65	118	328	1144	224	468	443	783	318	347	429
0	1	3	4	43	18	48	44	94	60	61	187	185	239	329	376	1095	1450	1008	576
0	1	4	11	12	7	65	68	56	519	57	207	488	383	460	1358	434	1077	874	2413
0	1	3	6	19	45	42	262	90	335	373	622	149	393	516	423	437	456	1012	2005
0	1	6	23	15	13	67	119	113	273	519	117	162	307	812	456	1970	867	1556	1828
0	1	5	14	14	18	75	163	207	90	108	246	438	235	161	1332	1403	1517	382	1011
0	1	3	21	33	37	27	60	290	131	138	110	251	1684	318	408	571	503	1051	925
0	1	3	14	28	24	54	61	68	194	256	228	136	1078	366	845	736	425	964	1394
0	1	5	5	10	19	24	195	91	112	235	181	285	384	1302	367	597	1257	411	677
0	1	8	14	13	21	78	89	61	120	254	209	321	485	233	460	1372	1343	1882	799
0	1	10	7	24	47	30	78	96	104	189	189	156	550	182	226	697	1330	1183	1649
0	1	4	8	11	20	37	131	110	132	133	251	120	869	1882	564	923	713	603	790
0	1	5	3	7	39	16	205	58	72	189	203	144	384	1497	384	964	659	1525	930
0	1	2	4	13	28	38	43	47	125	111	476	492	533	916	699	936	543	1438	1142
0	1	2	5	46	31	26	47	85	181	529	251	394	156	349	595	328	397	860	1983
0	1	8	12	5	35	43	35	154	210	390	143	158	97	276	621	548	1534	493	1325
0	1	3	9	12	13	76	83	122	196	247	371	186	269	574	977	963	901	1731	766
0	1	2	15	19	10	60	72	121	71	510	311	235	281	1317	517	933	736	393	1377
0	1	10	11	66	68	24	87	193	240	228	168	530	207	526	770	511	665	1306	492
0	1	5	12	28	16	40	42	292	204	275	470	104	449	274	526	624	596	637	448
0	1	2	15	17	13	23	84	80	56	320	331	83	390	776	300	1294	1072	312	2116
0	1	10	6	15	18	18	76	90	87	181	439	143	195	475	684	977	362	542	1022
0	1	3	17	44	31	79	35	274	84	51	170	636	522	529	1047	768	806	1991	1635
0	1	4	19	34	14	113	31	96	56	63	354	275	650	353	262	261	533	736	741
0	1	2	9	26	89	71	34	225	244	133	330	202	206	1471	377	503	380	2042	363
0	1	3	23	10	79	75	28	64	94	307	237	180	223	345	439	1582	648	2156	3123
0	1	2	15	13	38	57	22	31	110	97	208	642	334	817	427	367	3952	1381	1561
0	1	5	9	15	45	38	115	49	501	447	166	654	311	181	373	678	606	625	1570
0	1	2	47	8	15	28	199	94	121	88	310	219	356	393	728	1813	620	468	647
0	1	3	16	31	40	74	208	97	146	362	195	429	155	367	693	228	567	2899	1032
0	1	6	5	8	37	92	95	165	112	159	172	643	917	186	693	1110	827	1736	413
0	1	4	3	17	13	90	97	123	73	453	162	232	240	184	290	479	1330	603	1288
0	1	2	4	13	18	33	50	24	144	161	148	111	526	907	1753	590	551	356	1212
0	1	3	10	15	34	41	117	63	441	167	520	435	239	296	221	359	784	740	1407
0	1	3	13	20	40	41	75	147	148	134	503	333	391	404	1286	548	1433	910	1321
0	1	3	5	19	22	20	30	77	157	238	294	336	119	581	575	1236	1473	1548	2610
0	1	3	23	12	42	34	156	243	59	129	374	182	219	811	907	560	590	726	3257
0	1	2	3	9	20	46	24	79	201	239	469	140	148	397	491	640	1484	1358	917
0	1	2	16	10	12	35	27	73	148	887	212	313	229	297	1226	433	554	838	2280
0	1	3	50	10	21	28	73	90	91	74	388	300	543	632	1190	934	646	1038	1239
0	1	4	13	8	10	92	23	94	95	427	96	171	561	224	1396	1020	667	1062	3016
0	1	5	14	30	34	18	108	145	149	79	582	449	347	544	311	306	580	567	1043
0	1	2	5	7	20	43	28	92	111	330	124	566	582	504	341	412	461	960	517
0	1	3	5	31	30	18	36	63	168	115	155	347	216	875	411	475	575	1035	2453
0	1	3	13	16	26	69	34	26	159	422	123	381	397	433	565	661	986	1195	888
0	1	7	8	8	19	214	48	25	129	219	283	179	403	1058	687	1074	235	1040	1202
0	1	7	17	6	35	57	99	58	123	426	233	372	928	350	469	455	425	775	2851
0	1	2	4	12	26	145	41	60	65	175	237	372	176	357	914	574	509	1287	2384
0	1	2	19	20	51	39	92	270	97	204	96	778	865	542	325	1262	685	924	1364
0	1	2	3	11	47	26	31	79	107	93	136	276	206	327	531	415	284	875	1081
0	1	2	16	15	55	35	22	45	337	109	509	494	1128	918	427	571	388	4368	1328
0	1	4	10	9	95	21	93	388	107	128	159	396	208	217	424	638	4702	521	1657
0	1	2	12	8	23	51	105	277	432	187	132	165	404	628	240	1554	255	531	1147
0	1	2	20	10	13	37	197	104	310	170	225	282	375	452	875	1332	1268	646	590
0	1	7	4	25	13	41	127	90	109	158	205	219	204	577	573	1288	1654	992	2742
0	1	2	12	5	24	53	45	123	308	164	208	629	338	670	925	855	613	2601	2591
0	1	2	5	11	22	64	62	250	150	199	584	277	362	244	461	286	1162	2724	1731
0	1	2	3	5	10	22	61	62	114	243	227	145	327	443	612	1489	1374	554	627
0	1	2	7	12	36	43	69	161	100	226	157	379	947	414	1139	806	896	1712	901
0	1	5	4	11	26	44	92	187	119	118	110	396	329	542	646	559	766	1978	876
